page,0,,2,Energy (Energy),Water,Protein,Fat,"Carbohydrate, Carbohydrate available,Carbohydrate by difference",Dietary Fibre,Ash,Calcium,Phosphorus,Magnesium,Sodium,Potassium,Iron,Copper,Zinc,Iodine,Betacarotene,Retinol,Total Vitamin A (RAE),Thiamin,Riboflavin,Niacin,Vitamin C,Vitamin E,Sugar,,29,30,31,32
food_page_44,05104,"มะม่วงหิมพานต์, ผล, สุก","Cashew nut, fruit, ripe",48,87.0,0.80,0.40,8.90,2.6,0.30,11,12,-,-,-,tr,-,-,-,258,-,22,0.02,0.18,0.50,54,-,-,,,,,
food_page_44,05105,มะยงชิด,Marian plum (Ma yong chid),58,84.7,0.51,0.32,12.54,1.6,0.28,1,13,6,2,137,0.28,tr,0.10,2,207,-,17,0.02,0.02,0.70,25,0.27,13.05,,,,,
food_page_44,05106,"มะละกอ, ค่อนข้างสุก","Papaya, half ripe",(13),96.6,0.20,0.00,(3.00),(0.3),0.20,18,1,-,-,-,0.30,-,-,-,198,-,17,0.03,0.10,0.20,58,-,-,,,,,
food_page_44,05107,"มะละกอ, แขกดำ, สุก","Papaya, Kak-dum variety, ripe",39,89.0,0.60,0.10,8.10,1.7,0.50,11,14,12,3,229,0.25,-,0.08,1,482,-,40,-,-,-,55,0.21,8.00,,,,,
food_page_44,05108,"มะละกอ, ฮอลแลนด์, สุก","Papaya, Holland variety, ripe",39,89.0,0.70,0.10,8.00,1.7,0.50,11,11,10,5,224,0.21,-,0.96,0,483,-,40,-,-,-,78,-,9.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_45,05109,"มะละกอ, ฮาวาย, สุก","Papaya, Hawaii variety, ripe",50,86.1,0.63,0.20,10.55,1.9,0.61,34,9,24,3,316,0.22,-,0.06,0,483,-,40,0.02,0.04,-,67,-,9.90,,,,,
food_page_45,05110,มังคุด,Mangosteen,79,79.2,0.50,0.00,18.40,1.7,0.20,11,17,-,-,-,0.90,-,-,-,0,-,0,0.09,0.06,0.10,3,-,-,,,,,
food_page_45,05111,ระกำ,Salak palm,(50),87.2,0.60,0.20,(11.50),(0.7),0.50,-,-,-,-,-,-,-,-,-,24,-,2,0.03,0.26,0.60,33,-,-,,,,,
food_page_45,05112,ราสเบอร์รี่,Raspberry,38,89.7,1.11,0.76,5.41,2.4,0.60,35,215,305,17,9,0.57,-,0.23,1,8,-,1,0.01,0.07,-,2,-,5.70,,,,,
food_page_45,05113,ลองกอง,Longkong,61,80.8,0.91,0.14,11.89,4.4,1.90,5,19,9,3,173,0.12,tr,tr,2,11,-,1,0.04,0.09,1.43,4,0.00,16.02,,,,,
food_page_45,05114,ละมุดไทย/ละมุดสีดา,"Sapodilla, Si-da variety",82,77.3,0.30,0.80,15.60,5.6,0.40,15,6,-,-,269,0.60,-,-,-,22,-,2,0.00,0.01,0.60,24,-,17.00,,,,,
food_page_45,05115,"ละมุดฝรั่ง, พื้นภูมะกอก","Sapodilla, Ma-kok variety",(35),91.4,0.20,0.20,(8.00),(0.7),0.20,1,79,-,-,-,0.20,-,-,-,102,-,9,0.11,0.50,0.20,26,-,-,,,,,
food_page_45,05116,ลางสาด,Langsat,(67),82.9,0.90,0.10,(15.60),(0.3),0.50,5,35,-,-,-,0.70,-,-,-,12,-,1,0.08,0.04,1.70,24,-,-,,,,,
food_page_45,05117,ลำใย,Longan,(111),72.4,1.00,0.50,(25.60),(0.4),0.50,2,6,-,-,-,0.30,-,-,-,18,-,2,0.04,0.07,0.60,44,-,-,,,,,
food_page_45,05118,"ลำใย, กะโหลก","Longan, Kaloke variety",(77),80.2,0.90,0.10,(18.20),(0.2),0.60,4,3,-,-,-,0.40,-,-,-,12,-,1,0.06,0.07,0.60,-,-,-,,,,,
food_page_45,05119,"ลำใย, เบี้ยวเขียว","Longan, Beawkeaw variety",64,83.4,1.10,0.10,14.00,1.1,0.30,1,12,-,-,-,0.50,-,-,-,18,-,2,0.07,0.08,0.90,11,-,-,,,,,
food_page_45,05120,ลิ้นจี่,Litchi,(57),85.2,0.90,0.10,(13.20),(0.1),0.60,7,41,-,-,-,1.30,-,-,-,0,-,0,0.11,0.04,0.30,41,-,-,,,,,
food_page_45,05121,"ลิ้นจี่, กะโหลกใบอ้อ","Litchi, Kalok variety",68,81.9,1.01,0.18,14.85,1.6,0.50,-,-,-,-,-,-,-,-,1,-,-,-,-,0.09,-,90,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_46,05122,"ลิ้นจี่, ค่อม","Litchi, Kom variety",69,82.0,0.80,0.10,15.60,1.2,0.30,1,20,15,1,217,0.21,-,1.38,1,-,-,-,-,-,-,60,-,18.00,,,,,
food_page_46,05123,"ลิ้นจี่, จักรพรรดิ์","Litchi, King variety",70,82.0,0.67,0.11,16.47,0.5,0.32,0,17,3,1,206,0.17,-,0.51,0,-,-,-,-,0.06,-,78,-,13.40,,,,,
food_page_46,05124,"ลิ้นจี่, สำเภาแก้ว","Litchi, Sampao-kaew variety",78,79.3,1.24,0.19,16.99,1.7,0.56,-,-,-,-,-,-,-,-,1,-,-,-,-,0.12,-,66,-,-,,,,,
food_page_46,05125,"ลิ้นจี่, ฮงฮวย","Litchi, Hong-houy variety",68,82.7,0.77,0.18,15.75,0.0,0.64,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,33,-,-,,,,,
food_page_46,05126,ลูกจันทน์/จันทน์เทศ,Nutmeg,(325),13.1,13.60,0.60,(66.30),-,6.40,-,-,-,-,-,-,-,-,-,420,-,35,0.07,0.32,0.20,6,-,-,,,,,
food_page_46,05127,ลูกตาล,Sugar-palm,45,88.5,0.50,1.00,7.65,1.9,0.50,2,16,7,2,130,0.06,-,0.09,1,0,-,0,0.03,0.01,0.50,2,-,5.50,,,,,
food_page_46,05128,ลูกท้อ,"Peach, Thai variety (Loog-taw)",44,87.4,1.17,0.12,8.19,2.7,0.41,4,24,207,20,184,0.31,-,0.12,0,130,-,11,0.01,0.04,-,8,tr,6.40,,,,,
food_page_46,05129,ลูกหว้า,Jambolan,52,84.7,0.90,0.10,10.30,3.3,0.70,5,61,28,9,199,1.77,-,0.15,1,47,-,4,0.01,0.28,1.90,12,-,5.00,,,,,
food_page_46,05130,ลูกไหน/ลูกพลับ,Wild cherry,53,85.4,1.18,0.26,10.26,3.0,0.41,7,23,240,7,201,0.45,-,0.17,2,1537,-,-,0.02,0.09,-,2,-,7.40,,,,,
food_page_46,05131,สตรอว์เบอร์รี่,Strawberry,30,91.4,0.68,0.27,5.20,2.0,0.47,2,22,8,1,157,0.30,tr,0.13,1,5,-,0,0.01,0.06,0.31,66,0.54,4.00,,,,,
food_page_46,05132,"ส้ม, เกลี้ยง","Orange, sweet",(52),86.8,0.50,0.00,(12.60),(0.2),0.10,33,23,-,-,-,0.40,-,-,-,60,-,5,0.04,0.04,1.80,71,-,-,,,,,
food_page_46,05133,"ส้ม, เขียวหวาน",Tangerine/Mandarin,46,87.8,0.83,0.26,9.27,1.6,0.34,26,23,9.7,3.1,190.0,0.40,tr,0.10,tr,71.8,-,6,0.05,0.04,0.33,31,0.33,11.34,,,,,
food_page_46,05134,"ส้ม, โชกุน","Orange, Cho-guun variety",45,87.9,1.09,0.17,9.18,1.3,0.43,9.6,23,4,1,213,-,-,-,1,37,-,3,0.05,0.03,0.31,18,0.16,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_47,05135,ส้มแก้ว,"Orange, Som-keaw variety",52,85.8,0.89,0.20,10.86,1.8,0.49,-,-,-,-,-,-,-,-,1,127,-,11,-,0.05,-,13,0.70,-,,,,,
food_page_47,05136,ส้มจีนไร้เมล็ด,"Orange, Chinese variety",51,85.4,0.81,0.22,9.70,3.6,0.28,-,-,-,-,-,-,-,-,1,42,-,3,0.06,0.04,0.27,17,0.21,-,,,,,
food_page_47,05137,ส้มเช้ง,"Orange, acidless",-,-,-,-,-,-,0.43,-,-,-,-,-,-,-,-,1,0,-,0,-,-,-,46,0.06,-,,,,,
food_page_47,05138,ส้มสายน้ำผึ้ง,"Orange, Sai-nam-phung variety",49,86.7,0.81,0.17,10.08,1.7,0.54,18,16,8,1,157,0.16,tr,0.02,tr,101,-,8,0.07,0.05,0.27,30,0.35,10.71,,,,,
food_page_47,05139,"ส้มโอ, ทองดี","Pummelo, Tong-dee variety",42,89.2,0.50,0.40,8.80,0.7,0.40,9,21,-,-,-,tr,-,-,1,26,-,2,0.07,0.02,0.40,54,-,-,,,,,
food_page_47,05140,"ส้มโอ, บางขุนนนท์","Pummelo, Bang-khunnon variety",(52),86.7,0.50,0.00,(12.40),(0.1),0.40,22,17,-,-,-,0.70,-,-,-,42,-,4,0.01,0.01,0.40,45,-,-,,,,,
food_page_47,05141,"ส้มโอ, ขาวแตงกวา","Pomelo, Khaw-tangkwa variety",39,89.2,0.87,0.24,7.57,1.6,0.50,11,16,8,2,225,0.13,-,0.08,1,8,-,1,0.01,0.03,-,48,tr,7.00,,,,,
food_page_47,05142,"ส้มโอ, ขาวน้ำผึ้ง","Pomelo, Khaw-namhung variety",38,89.6,0.78,0.17,7.88,1.2,0.46,8,23,8,1,218,0.18,-,0.01,1,-,-,-,0.00,0.02,-,41,-,7.70,,,,,
food_page_47,05143,"ส้มโอ, ขาวใหญ่","Pomelo, Khaw-yai variety",50,86.6,0.81,0.23,10.34,1.7,0.35,8,20,7,2,206,0.11,-,0.67,0,9,-,1,0.01,0.03,-,41,0.37,9.90,,,,,
food_page_47,05144,สละ,Salak palm,68,80.6,0.40,0.10,14.70,3.2,1.00,0,-,-,7,-,-,-,-,1,38,-,3,0.03,0.29,0.80,14,-,13.40,,,,,
food_page_47,05145,"สัปปะรด, นางแล","Pineapple, Nang-lae variety",63,84.2,0.44,0.81,12.84,1.4,0.30,12,9,26,-,129,-,-,0.06,3,21,-,2,0.14,0.02,0.44,8,-,13.50,,,,,
food_page_47,05146,"สัปปะรด, ภูแล","Pineapple, Phu-lae variety",60,84.3,0.41,0.23,13.55,1.3,0.30,5,8,25,-,172,-,-,0.06,8,21,-,2,0.11,0.04,0.46,18,0.02,11.11,,,,,
food_page_47,05147,"สัปปะรด, ภูเก็ต","Pineapple, Phu-ket variety",66,82.5,0.66,0.13,14.95,1.4,0.35,8,9,18,1,160,0.31,tr,0.26,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_48,05148,"สัปปะรด, ศรีราชา","Pineapple, Sri-ra-cha variety",50,86.8,0.54,0.10,10.91,1.4,0.25,4,15,8,1,106,0.15,tr,0.22,2,24,-,2,0.11,0.03,0.24,12,0.00,12.60,,,,,
food_page_48,05149,"สาลี่, ก้านยาว","Chinese pear, kanyaw variety",46,87.4,0.40,0.09,9.83,2.1,0.23,-,-,-,-,-,-,-,-,1,0,-,0,-,-,-,4,0.07,10.00,,,,,
food_page_48,05150,"สาลี่, น้ำผึ้ง","Chinese pear, namphung variety",44,88.0,0.27,0.06,9.87,1.5,0.30,1,12,22,2,189,0.04,-,0.06,1,0,-,0,-,-,-,3,0.10,7.00,,,,,
food_page_48,05151,"สาลี่, หอม","Chinese pear, ham variety",57,85.4,0.26,0.08,13.92,0.0,0.33,1,8,6,2,176,0.03,-,0.01,1,0,-,0,-,-,-,3,0.22,8.00,,,,,
food_page_48,05152,"สาลี่, หิมะ","Chinese pear, hima variety",56,85.9,0.36,0.12,13.42,0.0,0.22,1,14,7,1,142,0.12,-,0.05,1,0,-,0,-,-,-,4,0.10,9.00,,,,,
food_page_48,05153,องุ่นเขียว,"Grapes, green",51,86.4,0.54,0.09,11.54,1.0,0.51,1,15,5,4,190,tr,tr,tr,1,35,-,3,0.03,0.02,0.15,4,0.22,13.00,,,,,
food_page_48,05154,องุ่นดำ,"Grapes, black",46,87.8,0.51,0.10,10.45,0.8,0.35,0,15,4,4,182,tr,tr,tr,1,45,-,4,0.03,0.05,0.20,2,0.40,12.00,,,,,
food_page_48,05155,"องุ่นแดง, ลูกใหญ่","Grapes, red, big size",37,87.6,0.40,0.09,5.80,5.9,0.25,6,12,5,4,138,tr,tr,tr,2,56,-,5,0.04,0.06,0.18,2,0.25,9.20,,,,,
food_page_48,05156,"องุ่นแดงนอก, ลูกเล็ก","Grapes, red, small size",61,84.0,0.50,0.20,13.92,1.0,0.38,4,15,6,2,246,0.23,-,0.00,2,8,-,1,-,-,-,3,0.17,13.00,,,,,
food_page_48,05157,แอปเปิ้ลเขียว,"Apple, green variety",47,87.0,0.24,0.21,9.95,2.2,0.35,2,6,4,1,127,tr,tr,tr,0,31,-,3,0.01,0.02,0.11,2,0.33,8.00,,,,,
food_page_48,05158,"แอปเปิ้ลแดง, ฟูจิ","Apple, red variety, Fuji",36,90.5,0.17,0.12,7.86,1.2,0.20,1,6,3,4,61,tr,tr,tr,2,19,-,2,0.01,0.02,0.08,1,0.23,9.00,,,,,
food_page_48,05159,"แอปเปิ้ลแดง, วอชิงตัน","Apple, red variety, Washington",56,84.8,0.18,0.25,12.26,2.1,0.41,3,10,4,3,98,tr,tr,tr,2,36,-,3,0.01,0.04,0.09,1,0.34,-,,,,,
food_page_48,05160,"แอปเปิ้ลแดงลาย, ฟูจิ","Apple, light red variety, Fuji",47,87.4,0.23,0.18,10.29,1.5,0.36,1,8,3,9,106,tr,tr,tr,2,33,-,3,0.01,0.02,0.05,1,0.19,9.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_51,06001,"กบ, ดิบ","Frog, raw",102,75.2,17.62,3.53,0.00,0.0,3.02,-,-,-,-,-,-,-,-,7,-,74,74,0.33,0.22,0.52,-,1.23,-,,,,,
food_page_51,06002,"กระบือ, เนื้อ, ดิบ","Buffalo, meat, raw",98,77.1,22.01,1.06,0.00,0.0,0.93,3,179,23,69,607,1.77,0.07,2.86,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_51,06003,"กระรอก, ดิบ","Squirrel, raw",113,72.4,23.01,2.29,0.00,0.0,5.26,-,750,-,-,-,-,-,-,27,-,676,676,0.08,0.38,4.00,-,0.00,-,,,,,
food_page_51,06004,"ไก่, ตับ, ดิบ","Chicken, liver, raw",115,76.0,18.62,4.55,0.00,0.0,1.35,3,122,15,82,228,5.72,0.12,2.39,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_51,06005,"ไก่, เนื้อ, ดิบ","Chicken, meat, raw",165,69.5,19.50,9.70,0.00,0.0,1.30,4,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,,,,,
food_page_51,06006,"ไก่, เลือด, สุก","Chicken, blood, cooked",50,89.0,11.53,0.41,0.00,0.0,1.05,12,55,3,430,2132,11.25,0.03,0.19,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_51,06007,"ไก่ดำ, กึ๋น, ดิบ","Black chicken, gizzard, raw",97,76.6,21.10,1.30,0.30,0.0,0.70,-,138,-,-,-,4.60,-,-,-,0,-,0,0.12,0.31,1.10,0,-,-,,,,,
food_page_51,06008,"ไก่ดำ, น่อง, เนื้อและหนัง, ดิบ","Black chicken, drumstic, meat and skin, raw",122,74.0,24.00,2.90,0.00,0.0,0.70,-,138,-,-,-,1.80,-,-,-,0,-,0,0.12,0.22,1.80,-,-,-,,,,,
food_page_51,06009,"ไก่ดำ, ปีก, เนื้อและหนัง, ดิบ","Black chicken, wing, meat and skin, raw",147,71.7,22.50,6.30,0.00,0.0,0.60,-,113,-,-,-,2.20,-,-,-,0,-,0,0.10,0.20,1.30,-,-,-,,,,,
food_page_51,06010,"ไก่ดำ, สะโพก, เนื้อและหนัง, ดิบ","Black chicken, thigh, meat and skin, raw",127,73.3,22.70,4.00,0.00,0.0,0.80,-,134,-,-,-,2.40,-,-,-,0,-,0,0.16,0.26,1.60,-,-,-,,,,,
food_page_51,06011,"ไก่ดำ, หน้าอก, เนื้อและหนัง, ดิบ","Black chicken, breast, meat and skin, raw",115,74.7,23.70,2.20,0.00,0.0,1.00,-,114,-,-,-,1.20,-,-,-,0,-,0,0.11,0.13,3.30,-,-,-,,,,,
food_page_51,06012,"ไก่บ้าน, กึ๋น, ดิบ","Native chicken, gizzard, raw",111,75.1,20.80,3.10,0.00,0.0,0.90,-,-,-,-,-,4.20,-,-,-,0,-,0,0.11,0.41,2.90,-,-,-,,,,,
food_page_51,06013,"ไก่บ้าน, น่อง, เนื้อและหนัง, ดิบ","Native chicken, drumstick, meat and skin, raw",119,74.7,21.70,3.60,0.00,0.0,0.80,-,-,-,-,-,7.80,-,-,-,10,-,-,0.12,0.29,2.40,-,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_52,06014,"ไก่บ้าน, ปีก, เนื้อและหนัง, ดิบ","Native chicken, wing, meat and skin, raw",137,74.0,22.30,5.30,0.00,0.0,0.70,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0.17,-,-,-,-,,,,,
food_page_52,06015,"ไก่บ้าน, สะโพก, เนื้อและหนัง, ดิบ","Native chicken, thigh, meat and skin, raw",124,74.3,21.10,4.40,0.00,0.0,0.80,-,-,-,-,-,-,-,-,-,15,-,-,0.12,0.29,2.80,-,-,-,,,,,
food_page_52,06016,"ไก่บ้าน, อก, เนื้อและหนัง, ดิบ","Native chicken, breast, meat and skin, raw",127,73.9,23.60,3.60,0.00,0.0,1.00,-,-,-,-,-,2.80,-,-,-,0,-,0,0.10,0.12,2.70,-,-,-,,,,,
food_page_52,06017,"ไก่ป่า, น่อง, เนื้อ, ดิบ","Jungle fowl, drumstick, meat, raw",139,72.3,23.00,5.20,0.00,0.0,0.90,-,283,-,-,-,2.30,-,-,-,0,-,0,0.21,0.22,1.70,-,-,-,,,,,
food_page_52,06018,"ไก่ป่า, ปีก, เนื้อและหนัง, ดิบ","Jungle fowl, wing, meat and skin, raw",188,66.4,22.20,11.00,0.00,0.0,0.80,-,164,-,-,-,1.70,-,-,-,0,-,0,0.08,0.11,2.10,-,-,-,,,,,
food_page_52,06019,"ไก่ป่า, สะโพก, เนื้อและหนัง, ดิบ","Jungle fowl, thigh, meat and skin, raw",218,64.1,20.20,15.20,0.00,0.0,0.90,-,147,-,-,-,3.90,-,-,-,36,-,-,0.11,0.23,1.80,-,-,-,,,,,
food_page_52,06020,"ไก่ป่า, หน้าอก, เนื้อและหนัง, ดิบ","Jungle fowl, breast, meat and skin, raw",178,67.9,24.30,9.00,0.00,0.0,1.30,-,146,-,-,-,1.10,-,-,-,14,-,-,0.14,0.15,1.50,-,-,-,,,,,
food_page_52,06021,"เขียด, ทั้งตัว, ดิบ","Frog, small, raw",82,79.7,17.18,1.53,0.00,0.0,3.84,-,527,-,-,-,-,-,-,18,-,-,-,0.09,0.45,1.40,-,-,-,,,,,
food_page_52,06022,"เขียด, เนื้อ, ดิบ","Frog, small, meat, raw",46,87.1,9.50,0.60,0.70,0.0,2.10,29,69,-,-,-,2.10,-,-,-,-,-,-,0.23,0.13,0.50,-,-,-,,,,,
food_page_52,06023,"แคบหมู, มีมัน","Pork, skin with fat, deep fried",626,1.8,48.90,47.80,0.00,0.0,2.10,29,69,-,-,-,2.10,-,-,-,-,8,8,0.08,0.16,2.00,0,0.42,-,,,,,
food_page_52,06024,"แคบหมู, ไม่มีมัน","Pork, skin with out fat, deep fried",515,2.9,56.40,27.00,11.50,0.0,2.20,27,55,-,-,-,3.40,-,-,-,-,0,0,0.02,0.10,2.40,0,0.17,-,,,,,
food_page_52,06025,"นกกระทา, ดิบ","Quail, raw",116,72.0,18.48,4.69,0.00,0.0,5.31,-,-,-,93,246,-,tr,tr,26,-,71,71,0.08,0.33,4.41,-,0.73,-,,,,,
food_page_52,06026,"เป็ด, เนื้อ, ดิบ","Duck, meat, raw",199,70.2,13.40,16.20,0.00,0.0,0.50,15,123,-,-,-,1.70,-,-,-,-,-,-,0.10,0.25,5.40,0,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_53,06027,"เป็ด, เลือด, สุก","Duck, blood, cooked",16,86.8,10.36,0.13,1.75,0.0,0.92,7,75,5,444,1073,12.40,0.06,0.20,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_53,06028,"แพะ, เนื้อ, ดิบ","Goat, meat, raw",93,79.4,20.50,1.22,0.00,0.0,0.85,-,148,17,96,1081,1.37,-,4.57,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_53,06029,"แย้, แห้ง","Ground lizzard, dried",254,11.6,52.60,4.50,0.70,0.0,30.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_53,06030,"ลูกอ๊อด/ลูกอ๊วด, ดิบ","Tadpole, raw",65,86.7,11.42,2.20,0.00,0.0,2.17,-,199,-,-,-,-,-,-,19,-,138,138,0.01,0.40,1.59,-,1.26,-,,,,,
food_page_53,06031,"วัว, กระเพาะ, สุก","Beef, abomasum, cooked",174,72.7,14.11,13.03,0.00,0.0,0.41,15,66,10,48,66,-,0.06,1.86,6,-,37,37,0.02,0.18,2.24,-,0.52,176,,,,,
food_page_53,06032,"วัว, เนื้อ, ดิบ","Beef, meat, raw",134,69.5,20.30,4.80,2.30,0.0,3.10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,,,,,
food_page_53,06033,"วัว, เนื้อคอโหนกโพล, ดิบ","Beef, hump, raw",193,67.0,20.24,12.49,0.00,0.0,0.81,5,-,20,54,392,-,0.09,3.79,3,-,11,11,0.03,0.21,4.77,-,0.45,56,,,,,
food_page_53,06034,"วัว, เนื้อแดดเดียว, ดิบ","Beef, meat, sundried , raw",139,61.3,30.60,1.50,0.70,0.0,5.90,31,227,-,-,-,7.50,-,-,-,-,-,-,0.08,0.19,3.60,0,-,-,,,,,
food_page_53,06035,"วัว, เนื้อติดมัน, ทอด","Beef, medium fat, fried",412,18.7,46.10,21.90,7.50,0.0,5.80,-,372,-,-,-,1.90,-,-,-,-,-,-,0.01,-,4.80,-,-,-,,,,,
food_page_53,06036,"วัว, เนื้อสันใน, ดิบ","Beef, tenderloin, raw",103,77.7,20.09,2.47,0.00,0.0,0.97,5,118,21,79,392,-,0.11,5.91,5,-,19,19,0.02,0.21,4.08,-,0.22,54,,,,,
food_page_53,06037,"วัว, ปอด, ดิบ","Beef, lung, raw",83,80.8,15.83,2.00,0.40,0.0,0.93,11,141,12,139,322,-,0.08,1.70,8,-,7,7,0.04,0.35,4.95,-,0.77,343,,,,,
food_page_53,06038,"วัว, ผ้าขี้ริ้ว, ดิบ","Beef, rumen, raw",63,85.8,11.84,1.66,0.26,0.0,0.42,38,65,11,43,40,-,0.08,2.10,5,-,7,7,0.02,0.41,0.98,-,0.13,114,,,,,
food_page_53,06039,"วัว, รก, ดิบ","Beef, placenta, raw",69,88.7,11.59,2.55,0.00,0.0,0.25,-,-,-,-,-,-,-,-,-,-,-,-,0.10,0.13,2.22,-,-,118,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_54,06040,"วัว, ลำไส้, สุก","Beef, intestine, cooked",353,54.6,11.53,34.11,0.00,0.0,0.43,12,102,8,32,61,0.61,0.05,1.59,6,-,34.5,35,0.01,0.16,3.11,-,1.56,198,,,,,
food_page_54,06041,"วัว, ลูกชิ้น, ทอด","Beef, meat ball, fried",225,52.7,16.40,10.10,17.10,0.0,3.70,8,857,-,-,-,1.20,-,-,-,-,-,-,0.05,0.13,-,-,-,-,,,,,
food_page_54,06042,"วัว, เหงือก, ทอด","Beef, gill, fried",417,14.8,66.70,16.70,0.00,0.0,4.40,58,337,-,-,-,2.40,-,-,-,-,-,-,0.01,4.14,6.70,-,-,-,,,,,
food_page_54,06043,"ไส้กรอกคอกเทล, ไก่","Cocktail, sausage, chicken",220,63.3,11.55,16.15,7.04,0.0,2.01,19,-,19,600,157,0.33,tr,0.82,14,-,21,21,0.16,0.10,1.71,-,0.29,-,,,,,
food_page_54,06044,"ไส้กรอกคอกเทล, หมู","Cocktail, sausage, pork",242,60.2,11.78,18.42,7.19,0.0,2.38,20,-,16,712,151,2.09,0.20,1.23,24,-,11,11,0.25,0.12,1.45,-,0.33,-,,,,,
food_page_54,06045,"ไส้กรอกเวียนนา, ไก่","Vienna, sausage, chicken",335,53.0,12.40,31.00,1.70,0.0,1.90,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_54,06046,"ไส้กรอกเวียนนา, หมู","Vienna, sausage, pork",263,59.7,14.50,21.80,2.10,0.0,1.90,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_54,06047,"ไส้กรอกหมู, ทอด","Pork, sausage, fried",409,35.7,9.30,32.20,20.40,0.0,2.40,96,1080,-,-,-,0.50,-,-,-,-,-,-,tr,0.08,-,0,-,77,,,,,
food_page_54,06048,"ไส้อั่ว, ดิบ","Pork, sausage, northern style, raw",420,37.4,18.00,36.10,5.70,0.0,2.80,57,144,-,-,-,1.00,-,-,-,18,0,2.0,0.10,0.32,3.10,0,0.32,-,,,,,
food_page_54,06049,"หนูนา, เนื้อ, ดิบ","Rat, meat, raw",219,63.7,16.73,15.46,3.12,0.0,0.97,-,-,-,-,-,-,-,-,6,-,188,188,0.09,0.35,4.21,-,1.97,97,,,,,
food_page_54,06050,"หมู, เนื้อ, ดิบ","Pork, meat, raw",110,75.8,19.60,3.30,0.40,0.0,0.90,2,-,-,-,-,-,-,-,-,-,-,-,0.69,0.26,5.70,0,-,-,,,,,
food_page_54,06051,"หมู, ปอด, ดิบ","Pork, lung, raw",87,81.5,13.34,3.47,0.70,0.0,0.96,24,172,13,155,348,47.60,tr,1,4,-,6,6,0.11,0.33,3.53,0,0.50,320,,,,,
food_page_54,06052,"หมู, เลือด, สุก","Pork, blood, cooked",44,89.9,10.63,0.17,0.00,0.0,0.61,17,12,5,178,40,24.44,tr,tr,5,1,17,17,0.01,0.05,0.82,0,0.00,50,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_55,06053,"หมู, กระเพาะ, ดิบ","Pork, stomach, raw",155,63.4,12.40,2.10,21.60,0.0,0.50,18,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181,,,,,
food_page_55,06054,"หมู, ตับ, ดิบ","Pork, liver, raw",117,73.2,19.80,3.00,2.60,0.0,1.40,11,232,-,-,-,10.50,-,-,-,-,4204,4204,0.29,3.30,13.60,0,-,364,,,,,
food_page_55,06055,"หมู, เนื้อซี่โครงออ่น, ดิบ","Pork, spare ribs, raw",217,65.1,17.33,16.10,0.68,0.0,0.78,8,-,17,85,437,-,0.06,2,2,-,21,21,0.54,0.26,5.93,-,0.44,63,,,,,
food_page_55,06056,"หมู, เบคอน","Pork, Bacon",416,44.4,13.52,40.11,0.35,0.0,1.60,-,-,-,-,-,-,-,-,5,-,0,0,0.37,0.11,3.29,-,0.00,-,,,,,
food_page_55,06057,"หมู, มัน, ดิบ","Pork, fat, raw",714,15.2,4.70,76.00,2.70,0.0,1.40,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
food_page_55,06058,"หมู, ยอ","Pork sausage, steared (Moo-yor)",341,50.9,13.10,30.50,3.60,0.0,1.90,17,130,-,-,-,tr,-,-,-,0,0,0,0.21,0.09,3.40,0,-,-,,,,,
food_page_55,06059,"หมู, ลูกชิ้น, ทอด","Pork, meat ball, fried",372,38.8,13.90,27.90,16.40,0.0,3.00,27,785,-,-,-,0.90,-,-,-,-,2,2,0.04,0.08,-,-,-,-,,,,,
